"measurementID","occurrenceID","measurementType","measurementValue","measurementUnit","eventID"
"17f3bbffbebe942a1d6d4d10a27df6f5","fa3ef805-77bf-48be-90fd-7d8d49b0cfc3","Length of the specimen","121","millimeter",NA
"17f9392a15f52c3478bd61c02253dfff","c1e21995-160f-42c7-83c3-a2d51220d2b1","Live weight as measured in the field","0.3","gram",NA
"1802421cc48c5361b4afd4a2a06498e0","9c72ada0-0e23-46a1-9f5f-1daf8d179440","Number of the specimen","26",NA,NA
"18039fa3d13daac30c2371199b0dfd8e","bdbc4df9-d458-4241-bce0-cc1b1bc8b976","Number of the specimen","5",NA,NA
"18398fc9eeb6b0822e7c4e05ecbaa36b","98e43a8e-dcac-4eee-8e38-e5f2feec0a12","Live weight as measured in the field","21","gram",NA
"18445c1675bb138cb7674b2b1d3eb3ec","e00e0e22-5a25-4bb8-befe-95525d64b22d","Live weight as measured in the field","24","gram",NA
"1871d1382fe2b3233a71fc0be4025ea3","b4e92f03-d28d-4441-93a7-e8535a15e95b","Number of the specimen","5",NA,NA
"18940ed6861509546ccb6909f4f9ef6f",NA,"Operational time of the electrofisher for the second electrofisher","4021","second","BIGC.20191023.05.1.e-fisher"
"189f862c757290f447803fae7124d51d","4032c3c5-f303-483b-a421-9b41cdc2b9d8","Live weight as measured in the field","17","gram",NA
"18ac7a293a5235bcd8094f83f94ccd23","0ed1cf14-9eb9-4f12-b568-f94b46b72e9b","Live weight as measured in the field","20","gram",NA
"194b419ad695fcf211c32fd716c8146c","7b08eb68-8cf9-4797-b463-17ac8abd3cc4","Length of the specimen","142","millimeter",NA
"196662cf01e343bdda671ba20733ceaf","dcfda8f8-9877-4933-b186-5d1aef14b601","Number of the specimen","9",NA,NA
"197b9c310625bfda110571c0b3c46ad5",NA,"Number of the sampling pass within a reach","3",NA,"BIGC.20190422.01.3.e-fisher"
"19905b3876676c5d83cfc054b8158c17","8ff8bcf0-c9d1-4e30-8ac9-f4e7a2330390","Live weight as measured in the field","24","gram",NA
"19fe5a8cecf6f9b641790c82a5e16ba4","f22e729a-e7f4-41c1-93e5-808b04f923db","Length of the specimen","158","millimeter",NA
"1a2b62ff93882560ae42fc06c0d70160","a0c2b225-25c9-4fa0-ac65-48324ebc3354","Length of the specimen","147","millimeter",NA
"1a2d1995a66cfe348f57bbe1f156b9e3","2751c1b1-4048-4e2d-a54c-ca27fe2cf61f","Length of the specimen","42","millimeter",NA
"1a386740942375ec404f663f46be3a77","25110431-fd12-44e4-ac5e-a6e8f0207553","Number of the specimen","28",NA,NA
"1a49d344c17c19bd8acab3c9afc52cc6","897daa74-5708-4afe-9d6a-9df8c911d4b5","Live weight as measured in the field","7","gram",NA
"1a773edf511a170ee319241662b029e3",NA,"Duty cycle at the start of data collection for the second electrofisher","35","percent","BIGC.20191021.01.1.e-fisher"
"1a7ecb172c2400702628e21fce444729","a8593ecc-27ea-4056-b29d-cf9486a7d4e0","Number of the specimen","22",NA,NA
"1a7f69825114056f1e94beaffdfa799d","e775557b-b1c1-4567-950c-2d058bd89923","Number of the specimen","27",NA,NA
"1a938a614de07b71ddea603e4bf8fb04","30ca1da2-780e-4a4c-afbf-41fae54c067a","Live weight as measured in the field","22","gram",NA
"1ac58f021a91c51180e2980c023360a9","b04c53cb-00ad-4b25-9f9c-f49f004e0c73","Length of the specimen","73","millimeter",NA
"1b2d1f66e1c4b2b71f8db71802cb754b","36db3fa9-96d5-4fa2-bddb-ea02e36f9be6","Length of the specimen","193","millimeter",NA
"1b6b7101b16ae4bc6c05be1f115a03b6","1eaf164c-e77d-49fa-800d-781a2e2c082b","Number of the specimen","51",NA,NA
"1b84521f6b0d4c1b1b9e9335f30ae2c3","76993541-8e01-4fa1-affe-b82e6200bb26","Length of the specimen","74","millimeter",NA
"1b8e89c4505ac3cf11117d00e1a2b827","3074c935-ba05-44c8-9248-d14b949f1182","Live weight as measured in the field","6","gram",NA
"1bb503b7b61dc0275f2b70c64b10dca7","897daa74-5708-4afe-9d6a-9df8c911d4b5","Length of the specimen","91","millimeter",NA
"1bbf26bc78406fb61878a383a5099965","362fbcbf-3dba-46e9-9b9d-6b94f8cdc379","Length of the specimen","88","millimeter",NA
"1bd57449008bf5a166c854ae056739d0","ecb615dd-75c8-4820-8379-81d3daecfc26","Number of the specimen","17",NA,NA
"1bda75ac6a92fb63f5f90084591dba14","ea532f88-faab-4a30-a997-64e649aaab04","Number of the specimen","9",NA,NA
"1beabb33847ca1f9bfc0e7d481a6c1b8","150822b3-171b-4b16-a17e-4bd2cf18858c","Length of the specimen","142","millimeter",NA
"1bf6e3d824bf85dcc3864194db696060","3b7eeec5-afa2-4874-a393-de16d50f3065","Live weight as measured in the field","16","gram",NA
"1c35a55332a03119bf12b236533392ed","c450cb21-46ef-429d-8aa8-a1cda5b70aac","Length of the specimen","221","millimeter",NA
"1c3bd9bc6d96de118028062597264a79","b971f8d6-9799-4ef1-aa4d-b747b506d093","Length of the specimen","127","millimeter",NA
"1c5bae698e2e99d9e75dc032a22b3d9c","03253363-2a62-444b-9e1a-7c6b9b41d4a2","Live weight as measured in the field","31","gram",NA
"1c671f4624d0b6539e028c428600645d","49caa9ac-5939-47a8-8de2-e4865e1827c5","Length of the specimen","76","millimeter",NA
"1c9ba92a9642af5e8dc47d34eb42331d","d05ab42e-9d93-41a7-a30d-76715d884b61","Length of the specimen","233","millimeter",NA
"1ca2a63acfde5348f33f6e0dcfdfbcce","2c351db3-2408-4ee8-a1f8-b7b1489a63f8","Length of the specimen","84","millimeter",NA
"1cb5ffee77e06bf2f6d154f5b5a0a3fb","318add36-e205-417f-887f-c6b9743f8337","Length of the specimen","87","millimeter",NA
"1d9cdcb5cf3a943caed65d9cedcc9d57","c3827862-720d-40cd-9ddf-303f02f63fd9","Number of the specimen","11",NA,NA
"1e041eeef8c65b66007f6c2d0ba1f8f5","ac5945e8-2c48-41a1-a4d1-63d48737018f","Live weight as measured in the field","85","gram",NA
"1e3f11b327ef2e442a1bd969a604dbbb","2fde4dc2-2518-4d37-a015-341da5efa07a","Length of the specimen","91","millimeter",NA
"1e74d3a5e351b631497f0f88a3082803","d14effaf-2b03-4306-81e2-d4d94a3cff41","Live weight as measured in the field","21","gram",NA
"1e7569b3434dcd82ed4b8aee0d74eda8","07a567c7-c6c5-4fcf-88a0-64c7fbc2dc8e","Live weight as measured in the field","16","gram",NA
"1eecca978c5db86345e37611c9be9e1b","6038c66f-dd64-4522-933e-3e1da7b75c2d","Length of the specimen","140","millimeter",NA
"1eff274af2c03b1bcc948f50371850c5","1afac3c8-26dc-4b0b-b992-6c9150ffa6dc","Length of the specimen","106","millimeter",NA
"1f09653f21a5f1940c44cdbb5c32922b","ba147e97-fad8-473f-9699-f4ccdfb6b517","Length of the specimen","79","millimeter",NA
"1f14a4b1a36ed0e44ec324ca5524a7ca","cf55d4e9-37f5-47ab-9736-2f4694fc369b","Length of the specimen","210","millimeter",NA
"1f14ea4096981d80116fb6f3f5bfea99","925655ea-4467-4ac8-8d35-506de790b540","Live weight as measured in the field","24","gram",NA
"1f245a91077ea1a85da97f16127945aa","d01e19c4-486a-4010-807e-4d3432acc88a","Length of the specimen","136","millimeter",NA
"1f2fd5a8024b75345fd66d537c14a1ca","d75bd81f-bba3-4100-b123-c8980425e42d","Live weight as measured in the field","0.3","gram",NA
"1f47bf714ce4089f1f2649e9ab6fbed5","9ce3f657-80d9-4937-a5e9-c1e3c21e48af","Number of the specimen","10",NA,NA
"1f49acadfa37a2a4facade9d134c4d7f","d6aa4186-e659-4c80-91ba-4fb76878388a","Length of the specimen","107","millimeter",NA
"1f50be6a2e416a05e54f347cddb4b440","6dfedd09-5882-45b9-9e75-05efa5c6237d","Live weight as measured in the field","4","gram",NA
"1f5a6134c96af6713defd42352cafe95","4a89f48f-8e44-4405-ac66-0024b228fd15","Length of the specimen","74","millimeter",NA
"1f68b2075386966f8ad54045e29b90e2","03253363-2a62-444b-9e1a-7c6b9b41d4a2","Number of the specimen","47",NA,NA
"1f7596a9d77ce078c6f790e516345ff9","088d725b-4723-4503-aa50-ac647cda26e1","Number of the specimen","27",NA,NA
"1f7794229199259b33dfe4131cc80bf3","5f519f7d-b5a8-428d-90f8-91662bba93d8","Length of the specimen","76","millimeter",NA
"1f85bf7c78c6e3ec12997f26807a80b5","4ea6fd25-e4f0-48ac-a509-91b4f704228b","Number of the specimen","21",NA,NA
"1f981bd1c96aba7798783469749c3e11",NA,"Conductivity auto-corrected to 25 degrees C","78.4","microsiemensPerCentimeter","BIGC.20190424.05.1.e-fisher"
"1f9864f1fe3f64ae91fe5c081164f377","437a030f-50f6-47f9-832e-dbcbefe2dbe6","Number of the specimen","22",NA,NA
"1fce6233791c9c722a22f72bdad7de22","fa3ef805-77bf-48be-90fd-7d8d49b0cfc3","Live weight as measured in the field","20","gram",NA
"1fd79a24ad8de4c20f368720dec246e6","7a07bae8-5130-4742-a8c7-37f011f45bd6","Live weight as measured in the field","14","gram",NA
"1fe97b333661ce25ffa9db8ac6eb5541",NA,"Temperature of water","9.7","degrees Celsius","BIGC.20191023.05.1.e-fisher"
"1ffec28bc2b225907cc049bcdc0bf72f","f9d52133-96a2-462b-b644-07649a17fd39","Number of the specimen","35",NA,NA
"2002d6517d8177658703eb698d0c5de6","f3343584-a844-492f-a8b5-1f4a1a11dcbe","Number of the specimen","4",NA,NA
"20042765a23142ca31f853e6efd6fa51","71312230-697d-476a-b17c-87f8a9dfd7ef","Number of the specimen","30",NA,NA
"2022235d8605d224b2d636a4630f6603","13d49c55-f761-48ab-839f-b2003a9a5483","Indication of any deformities, eroded fins, lesions/parasites, tumors","Lesions/parasites",NA,NA
"202a5377b6c6018d54de3e1c2313a96f","bb66380c-4104-4410-909e-cbfb187365e9","Live weight as measured in the field","16","gram",NA
"2038e71b6286bfc5c40d5e2e78e3a334","5b33a6ca-37c4-4dcd-9a7c-bdb97d1b5111","Live weight as measured in the field","6","gram",NA
"20417435adc5b999a509884074cdfcdb",NA,"Conductivity auto-corrected to 25 degrees C","77.8","microsiemensPerCentimeter","BIGC.20190422.01.3.e-fisher"
"2084100345a42410de8919323254f353","80237340-d016-4b28-af06-b83e8f55aa90","Live weight as measured in the field","21","gram",NA
"21130f6778d0fb9b2a2121ea7d9fcd16",NA,"Conductivity auto-corrected to 25 degrees C","75.6","microsiemensPerCentimeter","BIGC.20190422.01.1.e-fisher"
"211e93e64a28a14dd26e717119c176c7","7e4d7ac9-f73d-416b-b778-81146540d33a","Length of the specimen","78","millimeter",NA
"2129b61992ead6bf980e6998c0085001","0eebce6e-f208-4fc0-adce-057c398f2178","Length of the specimen","197","millimeter",NA
"213a0075220600320ababdacd4955397",NA,"Dissolved Oxygen Concentration","8","milligramsPerLiter","BIGC.20191022.04.3.e-fisher"
"21564ad8c31eb8f4788a84e7c8429125","6c4c2ea6-3647-4134-9a45-7976fb0ee053","Live weight as measured in the field","18","gram",NA
"2183460514069843f017bf1a2a3d5c88","4c257c9e-6f2c-45aa-a4fe-97e9f37ceaac","Number of the specimen","3",NA,NA
"219a526b5b06f1710c9604ce306655c8","c307c0c2-301d-4b9c-b82a-5297b81d4972","Number of the specimen","10",NA,NA
"21aea8483154a15a2cc6020650dc9db8","660d071f-22b8-4c2e-a5fd-6dd7326c2f77","Number of the specimen","19",NA,NA
"21b0684aa8533797cf01db363eb6e04b","7c8903c1-121d-4007-b4bc-9e4533b2407b","Live weight as measured in the field","31","gram",NA
"223b2ce2ae319990a7285dcd9ed78412",NA,"Operational time of the electrofisher for the second electrofisher","1917","second","BIGC.20191021.01.3.e-fisher"
"22687e5c2234c722c68ac383839f1e00","fdf426f1-40db-4253-931a-e03eaaadef54","Number of the specimen","7",NA,NA
"22711a2cc75305965af21277640a0413","d2fbba6c-191c-4cdc-a306-a638f553510f","Number of the specimen","26",NA,NA
"2273762ca334531c2c1fca095283d2c2","89040bdc-7183-4af8-9d93-09f85486fee2","Length of the specimen","209","millimeter",NA
"22df3a06258464cb5e5bf0657f0b01db","b2a81961-89c8-4395-b2d2-5f8ccb171b78","Number of the specimen","45",NA,NA
"22f54baa4d4db0bfdad4b6c043450e83","7df452ed-18ef-4e45-a76c-1f68ff8f9fa9","Number of the specimen","33",NA,NA
"231fa43beb40eaabda71a1ec102ddc0f","b198fd5b-b4ca-4c89-8d70-8e234a4e26de","Number of the specimen","23",NA,NA
"2321b10ddbe953406799b1dc3aca6a07","897daa74-5708-4afe-9d6a-9df8c911d4b5","Number of the specimen","21",NA,NA
"232a305322d6b491f83dd1f64685f85d","98c3cf5e-f9b7-4794-ac20-873ec106607e","Live weight as measured in the field","4","gram",NA
"2340f641faff989cbe634a5908f434bd","12799340-4617-46d7-a9a3-4683e32973b1","Length of the specimen","86","millimeter",NA
"2350624fa69fb601e73cb92c3117decd","76993541-8e01-4fa1-affe-b82e6200bb26","Live weight as measured in the field","4","gram",NA
"2355f9a254a3e638dac3746ad878d7f7","67dba8da-0491-4b83-9ba3-b5091816f466","Number of the specimen","50",NA,NA
"23633a16832096776bfb9a5c180352a7","304e0330-aea8-4d3a-bfb1-c9d01f2a8f4a","Length of the specimen","185","millimeter",NA
"23762bd7ebdf471d5e5aac889485cac6","d8de0e70-5d69-4b10-9c2c-677ccdc6159d","Number of the specimen","9",NA,NA
"23abb1572d7f3a478303d8570f403f69","0079055e-1f65-420c-b789-edac97a42c3f","Length of the specimen","119","millimeter",NA
"23cae9dde3299a91dd6dab2dcd201dbb","44efd5d9-26b4-47e6-ae46-e3eb56f73e70","Number of the specimen","6",NA,NA
"23d186b91df10283fe2c18d4c8d74804",NA,"Voltage at the start of data collection for the second electrofisher","300","volt","BIGC.20190424.07.3.e-fisher"
"23d554e8d7dc8ec04368d1f1d643c5e5",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20190422.01.1.e-fisher"
"23e804dd86f4615958fd806e8b35abdd","fbc29d30-3cc6-4fea-bb88-79eb4dbc6c10","Live weight as measured in the field","26","gram",NA
"23e93b1682171ee0cc780e5e48fbb918","7df452ed-18ef-4e45-a76c-1f68ff8f9fa9","Length of the specimen","161","millimeter",NA
"2435a1999e8142d3a905902702bac338","76543e43-c372-43f5-9b05-47b1827c225a","Number of the specimen","34",NA,NA
"246f6a820a940ebcda2657ce9883619f","11ce178c-711a-452c-a212-48f92d5daf83","Live weight as measured in the field","152","gram",NA
"24afaf3ab5524d72d8f3684ea9cdb32f","b98d7cde-22fe-42bf-8735-5936cb5a8f02","Number of the specimen","2",NA,NA
"24d296c5cfb8c7b01f76f15e9df9b3be","64f5dd47-2d85-481d-83d5-6d51630a5767","Number of the specimen","35",NA,NA
"24e9613ddcec65e266ac0771f72f7351","2e104ff3-7099-4fb6-8ea8-b73515da0605","Live weight as measured in the field","16","gram",NA
"24f9e91479d0c5c01139728fbe6550cb","78ed5420-088e-45e4-8b91-e3c3217c8a32","Length of the specimen","28","millimeter",NA
"255a66e0d54061260da70cca5761803d","6f284bf9-3c4d-4b8f-901f-3bcc1113e508","Length of the specimen","94","millimeter",NA
"25747bee876e4b1cfd61cc23016d7d81","f4246e1b-f3db-4ac9-b34f-7689f0adfa04","Length of the specimen","31","millimeter",NA
"2578016318e37096f87636ba6a76f285","f99e822c-c2c1-46dc-856b-92281c2ab948","Length of the specimen","151","millimeter",NA
"2579b18485171bdebdf10895a32f2041","8c1b8490-d2d3-4394-8c23-9fe6c69e390d","Number of the specimen","37",NA,NA
"25b18d7a31a207ee33b71a747e5ff284","789288d5-4f67-4bf8-b011-5b3dd40606f7","Number of the specimen","27",NA,NA
"25bfe6a2fa00e739774938237264b132","aa62b9f4-b88d-46b7-9cd6-52599256e478","Number of the specimen","3",NA,NA
"25da52529df664ecd646c544b7898a08","84962f21-68d2-4cec-b365-b290d9eed172","Length of the specimen","80","millimeter",NA
"25e0f2c591fc96e2bb4a8be74949800e","acea2cdb-75f4-4365-bc57-6fa9dde80fbf","Live weight as measured in the field","98","gram",NA
"25e946cffaf54ad7518df584972a624f","fe3117ad-0084-4570-8593-228bda7636d9","Length of the specimen","198","millimeter",NA
"25ec147592d7c3ec47932607ae80e569","067b44c6-bae0-4b8f-b116-38615a2839e7","Length of the specimen","76","millimeter",NA
"261e81b34a279f1d9fb58a02490b933e","03603582-ae8f-4710-a2b3-7fe703d93834","Live weight as measured in the field","104","gram",NA
"2630ee5024c999cab57b899c6255bd56","150ea9eb-cd97-4ce2-afd1-83dfaede8205","Length of the specimen","75","millimeter",NA
"26672e59852be3a653156d79534b2a9d","7a07bae8-5130-4742-a8c7-37f011f45bd6","Length of the specimen","108","millimeter",NA
"2667c9a3f4896de4ce34e573eefe2bf6","7e4d7ac9-f73d-416b-b778-81146540d33a","Live weight as measured in the field","5","gram",NA
"2672d846bc10f21eaa09cb3c2f2192c4",NA,"Duty cycle at the end of data collection for the second electrofisher","30","percent","BIGC.20191023.07.3.e-fisher"
"2675dc5873448a64572b2fbb910e822a","58e26345-ba3a-405d-9d69-8b90d9c4ddde","Length of the specimen","90","millimeter",NA
"26b84a5cf448c3375d2353d862d871e0","6c3855bc-e941-46df-8503-e200f3662bea","Live weight as measured in the field","10","gram",NA
"26f29c06d7af79072d2d89c88fdf8276","e6063658-1c88-4738-87a1-3823a92901f0","Number of the specimen","53",NA,NA
"2704bcc5108730de2e1a681493e5b590","81ae9e4c-84ab-44d6-a2f4-0b11b3248429","Live weight as measured in the field","19","gram",NA
"27282100ba0e4b894e695f10b5a6f122","9e2b381b-e5ec-4c29-abf5-afa778d52b45","Length of the specimen","63","millimeter",NA
"27283b140e12d7af5271c44be0a0486e","73f546d8-865a-4d48-934c-d38b70aa2b79","Length of the specimen","27","millimeter",NA
"2749c48c5ba4b549e5c9d2311fdf9823","37704ba1-10dc-4864-a277-1602a2db8062","Number of the specimen","5",NA,NA
"275ffe986252f767f4546bfc8b0423c3","2863162a-b184-4d14-9e55-8a21d3599296","Live weight as measured in the field","62","gram",NA
"2766ad6763bdf467cb41ff51a4ca70db","deb2f992-9f81-40b3-a397-cbbb0652e09b","Number of the specimen","39",NA,NA
"276fd07353e3081019cd7b8e6c1d911c",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191023.07.3.e-fisher"
"27c568514c1f514fc8556c7855d3c796","4cba7601-19e7-4cd9-ba3d-0796c4737343","Length of the specimen","112","millimeter",NA
"27c9e9155c42f01c381c8505d8f31a79","46c5b4a9-5029-4e2d-a59e-fe2a4cbb68d1","Live weight as measured in the field","18","gram",NA
"27ef7f6c6f25808cffca73a262790cbe","581730cd-83b8-416a-9636-74980b3f7a0a","Length of the specimen","146","millimeter",NA
"28276feeaaab050b87c404355397d2fb","67277e43-41bd-4187-9739-dd557ed367e0","Live weight as measured in the field","9","gram",NA
"282d6db758542648eba1d110e20ba009","1ba306d3-ad0d-4c94-b3fc-f1aae910ab95","Live weight as measured in the field","24","gram",NA
"284ff2d4ba28185278776aaa258564d0","e94da231-497f-4829-a900-e939319e8521","Live weight as measured in the field","4","gram",NA
"286cb4dec8ea271a8df6a6f4915c3a81","e13de894-3e59-4c04-854a-da902e7eb9ee","Length of the specimen","194","millimeter",NA
"28876e6fff1c317b49397ddf0faa011f","b83cd405-52fb-4ba7-b955-eb2c8d29298e","Length of the specimen","28","millimeter",NA
"288bae3d1495c3b0002c682e59706602","e1bff0fd-753e-420b-bbdd-3c1df92d1778","Live weight as measured in the field","4","gram",NA
"28aa8de642b126a25a4268de0cb17e26",NA,"Duty cycle at the end of data collection for the second electrofisher","15","percent","BIGC.20190422.01.1.e-fisher"
"28b572482fa655b704189c294ce91ed4","5d8d3312-8131-4baa-ac07-3fd9e5ce31c3","Length of the specimen","75","millimeter",NA
"28d9e38c8a6390b73287f5c571d7a8db","b45a2445-3f62-4b15-a383-853589c97de0","Length of the specimen","146","millimeter",NA
"28f1681d9528765debba47b9eb60961d","c1f43ae6-5471-4da2-8838-c936062b1ec9","Length of the specimen","188","millimeter",NA
"2920c4499abe8c98f144c5c0966a07fa",NA,"Operational time of the electrofisher for the second electrofisher","4817","second","BIGC.20191024.08.1.e-fisher"
"292790a62ed6ef59065245bcbfa8978f",NA,"Operational time of the electrofisher for the second electrofisher","2858","second","BIGC.20191023.07.2.e-fisher"
"293bff156d743b2865eb49c4f05b71b5","03603582-ae8f-4710-a2b3-7fe703d93834","Number of the specimen","23",NA,NA
"2957dd2d30a0ddc12288da0e7fe83a7c","3dd0a076-65d1-4f50-96e2-7d1c2d5d00d2","Number of the specimen","14",NA,NA
"298fd95da0af2adb1306d2ea3a2b3bb3","ea532f88-faab-4a30-a997-64e649aaab04","Live weight as measured in the field","21","gram",NA
"29c642e0e7f04d4c165e9a77ec5d9eb2","ddb20551-0dcc-4937-9851-4a906ae922b8","Number of the specimen","25",NA,NA
"2a466dca43f118dd5e4370d2e574d161","43059af8-c12f-40ca-9ec8-7fa3a8af5003","Live weight as measured in the field","0.3","gram",NA
"2a5260128800f9c8d13cdbeab5e636a2","318add36-e205-417f-887f-c6b9743f8337","Number of the specimen","12",NA,NA
"2a6499c0ebfe011c1d118d958cc449fe","806ab857-c73d-4f7c-b4c5-6b1c4226f5f6","Live weight as measured in the field","43","gram",NA
"2a67797616884a27ef1eefbbe339556b","1e532329-2072-4e93-b5c4-efbe28273ebf","Live weight as measured in the field","2","gram",NA
"2aab550b0d1c08f155d67357e48bbe59",NA,"Voltage at the start of data collection for the second electrofisher","300","volt","BIGC.20190424.05.1.e-fisher"
"2ab589272eb4d6b108f07088f66d59c5","a83198be-1566-4ddc-bf0c-37ac177c430a","Live weight as measured in the field","20","gram",NA
"2b1604500daa9ed7399c52b46338e35d","b63ca245-e8cb-4af7-96e2-a64eb7aeb1ec","Number of the specimen","9",NA,NA
"2b6202d62fd210b453c541f25f123eae","29f1d134-ca16-4813-af0f-69f5d9a279e9","Live weight as measured in the field","4","gram",NA
